year,month,import_val,export_val,import_kg,export_kg,import_val_growth,import_val_growth_5,export_val_growth,export_val_growth_5,wld_diversity,wld_diversity_eff,hs_diversity,hs_diversity_eff,eci,bra_id,ibge_id
2012,0,2278017683.00,2391494792.00,2147483647,2147483647,-0.0417727,0.0824068,-0.0544234,0.0913378,85,17.1712,51,8.75703,-2.35471,5rs050101,4315602
2013,0,2503540955.00,7435265228.00,2147483647,2147483647,0.0989998,-0.0147948,2.10905,0.217885,89,7.65396,60,3.83144,-2.46477,5rs050101,4315602
2014,0,1765964531.00,2914366833.00,2147483647,2147483647,-0.294613,0.0588956,-0.608035,0.127172,85,14.3222,75,4.99546,-1.90524,5rs050101,4315602
2000,0,75264800.00,10126398.00,12877926,8359404,None,None,None,None,22,6.78552,49,4.88813,None,5sc000002,4205407
2001,0,54793394.00,18206694.00,11063335,11617331,-0.271992,None,0.797944,None,34,8.82517,69,6.29621,None,5sc000002,4205407
2002,0,20824305.00,19998669.00,5219881,14668129,-0.619949,None,0.098424,None,53,9.81475,86,5.94254,-0.580827,5sc000002,4205407
2003,0,19671777.00,19932406.00,4041371,15221059,-0.0553453,None,-0.00331337,None,62,13.511,96,7.06077,-0.63295,5sc000002,4205407
2004,0,65097536.00,23618948.00,28155982,16846517,2.30918,None,0.184952,None,74,20.4614,144,10.6656,0.368636,5sc000002,4205407
2005,0,123556510.00,27269372.00,64851262,20853537,0.898021,0.104218,0.154555,0.219113,78,22.5271,240,11.595,-0.431207,5sc000002,4205407
2006,0,271473586.00,35458854.00,125784426,20488932,1.19716,0.377209,0.300318,0.142612,71,20.4476,289,11.6011,-0.0863785,5sc000002,4205407
2007,0,381236112.00,59221955.00,165430639,35483555,0.404321,0.788647,0.67016,0.2425,88,26.0787,297,11.3882,0.258302,5sc000002,4205407
2008,0,528002206.00,70117223.00,181422021,38270003,0.384974,0.930894,0.183973,0.286036,77,23.339,251,7.57166,0.0964867,5sc000002,4205407
2009,0,453675132.00,18529876.00,215294582,9294968,-0.14077,0.47447,-0.73573,-0.0473741,63,19.3488,246,28.8479,-1.77378,5sc000002,4205407
2010,0,920388394.00,37328998.00,457186950,15775542,1.02874,0.494243,1.01453,0.0648152,56,16.1903,216,8.67755,0.416478,5sc000002,4205407
2011,0,920301492.00,37369872.00,400197923,14727771,-9.44188e-05,0.276558,0.00109497,0.0105537,50,16.9725,240,17.0443,0.506869,5sc000002,4205407
2012,0,839070921.00,27571433.00,340193951,7059311,-0.0882652,0.170903,-0.262202,-0.141787,50,13.9034,228,12.7857,0.541481,5sc000002,4205407
2013,0,570960276.00,21888259.00,319403640,13884233,-0.319533,0.0157668,-0.206125,-0.207723,48,12.3099,141,8.69896,0.264517,5sc000002,4205407
2014,0,566001899.00,19432808.00,287661680,17934447,-0.00868428,0.0452365,-0.112181,0.0095611,55,16.9788,135,10.7833,0.198265,5sc000002,4205407
2000,0,47382560.00,213632328.00,102631258,217128635,None,None,None,None,68,17.8954,76,3.81226,None,5sc050105,4208203
2001,0,78035627.00,470360046.00,120524596,446906783,0.646927,None,1.20173,None,82,14.7679,87,3.36891,None,5sc050105,4208203
2002,0,209182732.00,762010550.00,277499445,1118729680,1.68061,None,0.620058,None,95,11.7845,136,3.73829,0.803627,5sc050105,4208203
2003,0,211235657.00,1177394705.00,299121157,1299031799,0.00981403,None,0.545116,None,126,19.3281,131,3.76794,-0.532474,5sc050105,4208203
2004,0,454532475.00,1422155583.00,363266107,1201161340,1.15178,None,0.207883,None,135,21.3779,319,2.76835,-1.05646,5sc050105,4208203
2005,0,784233056.00,2085648791.00,459631685,1867226735,0.725362,0.752933,0.466541,0.577302,140,23.7567,166,3.95871,-0.0946981,5sc050105,4208203
2006,0,1136056662.00,1887740363.00,777235478,1459107736,0.448621,0.708525,-0.0948906,0.32039,136,24.5125,154,4.54128,-0.243693,5sc050105,4208203
2007,0,1794072129.00,2558084157.00,1041673313,1509878144,0.57921,0.536961,0.355104,0.274063,144,24.9836,400,4.63565,0.0316759,5sc050105,4208203
2008,0,3377570079.00,3004899749.00,1745755542,1424543718,0.882628,0.740874,0.174668,0.206095,157,24.6266,321,5.20728,0.173631,5sc050105,4208203
2009,0,3155160846.00,2625954368.00,1943988741,1459422818,-0.0658489,0.4733,-0.126109,0.130493,150,22.5044,364,4.57174,-2.75673,5sc050105,4208203
2010,0,5260285822.00,2963955487.00,2147483647,1442665389,0.667201,0.463231,0.128716,0.0728181,141,25.159,299,4.80478,-2.35727,5sc050105,4208203
2011,0,6798952170.00,3465582056.00,2147483647,1445330024,0.292506,0.430238,0.169242,0.129189,143,25.8028,295,4.62843,-2.2079,5sc050105,4208203
2012,0,6190964477.00,3900549723.00,2147483647,1740694982,-0.0894237,0.281102,0.125511,0.0880333,149,27.6869,331,4.13104,-3.00379,5sc050105,4208203
2013,0,6218430833.00,4351353195.00,2147483647,2038340511,0.00443652,0.129836,0.115574,0.0768591,146,26.2316,286,4.30172,-5.61194,5sc050105,4208203
2014,0,6673959698.00,3915103886.00,2147483647,1847998500,0.0732546,0.161642,-0.100256,0.0831565,150,24.9564,272,4.81985,-2.37017,5sc050105,4208203
